emp_no,salary
95099,4
95100,75945
95101,4
95102,4
95103,4
95104,57141
95105,48685
95106,4
95107,40265
95108,68758
95109,67434
95110,47454
95111,65872
95112,4
95113,4
95114,60964
95115,45047
95116,4
95117,4
95118,64572
95119,91765
95120,4
95121,54334
95122,42224
95123,41389
95124,66396
95125,73234
95126,65863
95127,71812
95128,4
95129,43794
95130,66639
95131,4
95132,4
95133,4
95134,61592
95135,67116
95136,62437
95137,57075
95138,4
95139,58961
95140,50754
95141,67457
95142,72749
95143,4
95144,58841
95145,4
95146,46924
95147,4
95148,68674
95149,74809
95150,50866
95151,45115
95152,53183
95153,5749
95154,4
95155,45354
95156,79076
95157,6125
95158,4
95159,54297
95160,4
95161,4
95162,70257
95163,4
95164,4
95165,56203
95166,59384
95167,50297
95168,51446
95169,4
95170,51172
95171,46388
95172,76523
95173,64291
95174,77026
95175,4
95176,6476
95177,7525
95178,4
95179,44256
95180,60794
95181,6681
95182,4
95183,46442
95184,61114
95185,70534
95186,4
95187,73073
95188,5157
95189,4
95190,4
95191,4
95192,4
95193,54098
95194,46605
95195,4
95196,54675
95197,4
95198,4
95199,50837
95200,5695
95201,51964
95202,54119
95203,4
95204,5777
95205,4
95206,46263
95207,74138
95208,67873
95209,4
95210,4
95211,4
95212,4
95213,57049
95214,55285
95215,51458
95216,66216
95217,4
95218,70642
95219,62262
95220,48492
95221,81555
95222,40323
95223,4
95224,4
95225,4
95226,67929
95227,5054
95228,4
95229,4
95230,4
95231,53096
95232,4
95233,4
95234,4
95235,74667
95236,6463
95237,44875
95238,4
95239,4
95240,77052
95241,50098
95242,4
95243,4
95244,74657
95245,4
95246,5723
95247,96051
95248,41712
95249,4
95250,65516
95251,4
95252,4
95253,48135
95254,42552
95255,4
95256,4
95257,4
95258,62463
95259,44048
95260,64025
95261,70538
95262,4
95263,69112
95264,46732
95265,57424
95266,44143
95267,70405
95268,46858
95269,53797
95270,4569
95271,53216
95272,56586
95273,45025
95274,6136
95275,89309
95276,4
95277,43492
95278,4
95279,4
95280,4
95281,67202
95282,61492
95283,47865
95284,62405
95285,78422
95286,4
95287,454
95288,52919
95289,43027
95290,4989
95291,74491
95292,4
95293,55178
95294,599
95295,4411
95296,45122
95297,6439
95298,44728
95299,75647
95300,54848
95301,47615
95302,4
95303,4
95304,90604
95305,4
95306,4
95307,59751
95308,42981
95309,41051
95310,79594
95311,4
95312,80149
95313,68156
95314,69833
95315,4
95316,74121
95317,67675
95318,4
95319,57103
95320,56757
95321,44356
95322,66323
95323,4
95324,4
95325,63475
95326,48209
95327,45207
95328,59346
95329,4
95330,4
95331,67176
95332,4
95333,74851
95334,48869
95335,76676
95336,59873
95337,71069
95338,9154
95339,51376
95340,58909
95341,4
95342,56853
95343,4
95344,54401
95345,52557
95346,70408
95347,55085
95348,4
95349,4
95350,4
95351,4
95352,61525
95353,4
95354,55831
95355,44184
95356,53239
95357,46712
95358,57393
95359,66778
95360,98295
95361,4
95362,64753
95363,54096
95364,46279
95365,4
95366,74721
95367,46199
95368,45031
95369,4
95370,4
95371,90443
95372,46186
95373,43979
95374,57642
95375,44359
95376,59216
95377,67909
95378,47416
95379,4
95380,64141
95381,48757
95382,61117
95383,4
95384,41632
95385,4
95386,55109
95387,4
95388,47411
95389,7356
95390,43872
95391,4288
95392,46758
95393,4
95394,5189
95395,53475
95396,4
95397,99044
95398,42226
95399,4
95400,92062
95401,4
95402,53758
95403,40453
95404,64479
95405,6843
95406,4
95407,4
95408,53901
95409,81936
95410,4
95411,4
95412,70188
95413,91439
95414,51656
95415,66081
95416,51499
95417,54941
95418,77276
95419,67565
95420,4
95421,66352
95422,60467
95423,5795
95424,4
95425,8446
95426,4
95427,4
95428,72748
95429,42208
95430,4
95431,50083
95432,42939
95433,4
95434,59153
95435,79589
95436,74842
95437,51989
95438,4
95439,7727
95440,7804
95441,4
95442,10054
95443,70828
95444,58582
95445,71768
95446,45576
95447,52229
95448,52152
95449,8113
95450,60169
95451,43027
95452,4
95453,63697
95454,84771
95455,56512
95456,4
95457,4
95458,51833
95459,4
95460,4
95461,68186
95462,4
95463,41273
95464,51985
95465,45279
95466,4
95467,4
95468,4
95469,4
95470,66763
95471,43186
95472,57074
95473,4993
95474,4
95475,64946
95476,51843
95477,57445
95478,62742
95479,55928
95480,50253
95481,49897
95482,40886
95483,69479
95484,4
95485,51209
95486,4488
95487,4
95488,59336
95489,4
95490,73014
95491,6397
95492,4
95493,76914
95494,7728
95495,51752
95496,45324
95497,40059
95498,4
95499,54865
95500,55048
95501,4
95502,4
95503,4
95504,4
95505,61163
95506,4
95507,85615
95508,45123
95509,4
95510,50472
95511,4
95512,4
95513,58494
95514,4
95515,59925
95516,4
95517,4
95518,4
95519,4
95520,51994
95521,51415
95522,59176
95523,80418
95524,50885
95525,62801
95526,67386
95527,70205
95528,4045
95529,49303
95530,49094
95531,79848
95532,64874
95533,4
95534,40135
95535,4
95536,4
95537,4
95538,45189
95539,60967
95540,4
95541,4
95542,459
95543,42967
95544,4
95545,76008
95546,90856
95547,4
95548,4
95549,64973
95550,68638
95551,4
95552,40533
95553,51869
95554,4
95555,5779
95556,56958
95557,48324
95558,44781
95559,46046
95560,43187
95561,68666
95562,80889
95563,40657
95564,46279
95565,4
95566,4
95567,52066
95568,61022
95569,52731
95570,43107
95571,56804
95572,54574
95573,65018
95574,47404
95575,4
95576,48504
95577,46665
95578,71142
95579,51513
95580,6668
95581,62833
95582,51181
95583,4
95584,56631
95585,68587
95586,46381
95587,4
95588,48053
95589,81441
95590,57966
95591,43772
95592,4
95593,52175
95594,4
95595,4
95596,51087
95597,5489
95598,66174
95599,59805
95600,4
95601,94574
95602,53992
95603,4
95604,79361
95605,4
95606,57977
95607,46666
95608,4
95609,55793
95610,4
95611,61295
95612,62141
95613,4
95614,51172
95615,49208
95616,70616
95617,45421
95618,4
95619,4
95620,42872
95621,4
95622,48019
95623,61193
95624,40172
95625,48311
95626,44959
95627,41427
95628,44922
95629,53267
95630,40961
95631,4
95632,4
95633,4
95634,81237
95635,44014
95636,737
95637,43983
95638,51477
95639,82433
95640,4
95641,55342
95642,68889
95643,78696
95644,4
95645,66241
95646,90414
95647,63045
95648,4
95649,57396
95650,4
95651,72912
95652,4
95653,41112
95654,4
95655,50548
95656,4
95657,82074
95658,79756
95659,41523
95660,42795
95661,70039
95662,43669
95663,7199
95664,4
95665,63367
95666,67711
95667,65626
95668,4225
95669,54516
95670,59473
95671,4
95672,58272
95673,40243
95674,4
95675,4
95676,4
95677,4
95678,56941
95679,64319
95680,4
95681,40642
95682,7339
95683,4
95684,62298
95685,4
95686,60109
95687,5822
95688,57645
95689,57048
95690,58795
95691,4
95692,4
95693,4
95694,4
95695,4
95696,45811
95697,76576
95698,4825
95699,4
95700,4
95701,4
95702,4
95703,61884
95704,4
95705,4
95706,4
95707,59205
95708,81131
95709,46106
95710,62134
95711,67359
95712,75633
95713,97219
95714,4
95715,65792
95716,56208
95717,4
95718,48889
95719,56715
95720,4
95721,4
95722,56102
95723,75387
95724,45817
95725,4
95726,4
95727,89942
95728,43993
95729,4
95730,65001
95731,48974
95732,4
95733,4
95734,4
95735,50505
95736,47079
95737,4
95738,43926
95739,4136
95740,52127
95741,4
95742,4
95743,68483
95744,54989
95745,90099
95746,55627
95747,63505
95748,66279
95749,4
95750,4
95751,43385
95752,50451
95753,6883
95754,51551
95755,4
95756,65792
95757,42466
95758,4
95759,4
95760,73266
95761,61755
95762,55326
95763,4
95764,88596
95765,52954
95766,49259
95767,4
95768,4
95769,71726
95770,40357
95771,4
95772,72147
95773,85036
95774,50552
95775,4
95776,85028
95777,4
95778,4282
95779,78685
95780,44294
95781,4
95782,64892
95783,4
95784,59793
95785,41352
95786,57491
95787,76187
95788,63855
95789,60878
95790,4
95791,72471
95792,89096
95793,46156
95794,72558
95795,4
95796,70903
95797,4
95798,50007
95799,46616
95800,45733
95801,41812
95802,70343
95803,50047
95804,47038
95805,4
95806,48911
95807,61441
95808,85958
95809,4
95810,53478
95811,41339
95812,4
95813,70267
95814,70625
95815,60914
95816,43512
95817,4
95818,5003
95819,4
95820,4
95821,48263
95822,4
95823,40711
95824,51396
95825,51155
95826,74067
95827,62159
95828,66072
95829,40583
95830,55668
95831,4
95832,4
95833,40241
95834,44294
95835,40134
95836,43505
95837,4647
95838,49817
95839,52488
95840,43569
95841,40307
95842,57778
95843,43384
95844,4
95845,69959
95846,4
95847,4
95848,67869
95849,48464
95850,4
95851,56039
95852,52059
95853,4
95854,65524
95855,57195
95856,4884
95857,4
95858,53422
95859,4
95860,54227
95861,40002
95862,60041
95863,57054
95864,6274
95865,57516
95866,79443
95867,49712
95868,4
95869,55403
95870,43944
95871,62383
95872,66911
95873,4
95874,61605
95875,67054
95876,4
95877,41537
95878,80957
95879,4
95880,71235
95881,4
95882,71715
95883,60942
95884,4
95885,4
95886,4
95887,4
95888,46369
95889,50335
95890,4
95891,4647
95892,68273
95893,50783
95894,64047
95895,68577
95896,4
95897,58802
95898,41703
95899,4
95900,43362
95901,4
95902,81491
95903,40894
95904,54508
95905,87457
95906,4381
95907,4
95908,56762
95909,76297
95910,61599
95911,4
95912,59148
95913,53421
95914,4
95915,41126
95916,48597
95917,4
95918,4
95919,4
95920,61744
95921,4
95922,54167
95923,4
95924,4
95925,45938
95926,4
95927,65917
95928,55602
95929,47518
95930,72084
95931,55927
95932,4
95933,55793
95934,4
95935,4
95936,40455
95937,55382
95938,48807
95939,66962
95940,4
95941,96175
95942,40646
95943,63618
95944,76522
95945,47888
95946,55774
95947,4
95948,4
95949,4
95950,4
95951,59635
95952,78751
95953,53651
95954,4
95955,80157
95956,4
95957,55453
95958,4
95959,46766
95960,54634
95961,60992
95962,41201
95963,67078
95964,48409
95965,51168
95966,41478
95967,43514
95968,4
95969,55583
95970,4
95971,4
95972,4781
95973,43512
95974,4
95975,70942
95976,4
95977,45546
95978,52183
95979,49467
95980,4
95981,4
95982,65005
95983,50072
95984,8025
95985,41423
95986,4
95987,56358
95988,41205
95989,82969
95990,69392
95991,62655
95992,42134
95993,97812
95994,85609
95995,52103
95996,62131
95997,50716
95998,90837
95999,89717
96000,69634
96001,47807
96002,4
96003,42719
96004,75047
96005,42648
96006,4
96007,4
96008,4
96009,71488
96010,69012
96011,82702
96012,45086
96013,55688
96014,43865
96015,4
96016,58445
96017,52077
96018,83717
96019,54838
96020,57476
96021,49241
96022,4
96023,4
96024,51017
96025,71172
96026,4
96027,4
96028,66099
96029,4
96030,73869
96031,52488
96032,49332
96033,48383
96034,46327
96035,4
96036,40612
96037,66923
96038,4195
96039,48126
96040,62008
96041,6112
96042,4
96043,46161
96044,51172
96045,49655
96046,4
96047,64664
96048,67187
96049,52265
96050,4
96051,73974
96052,65239
96053,4
96054,50395
96055,703
96056,4
96057,44922
96058,51233
96059,4
96060,63973
96061,67759
96062,54947
96063,4
96064,4
96065,43505
96066,71778
96067,40496
96068,48129
96069,47381
96070,84237
96071,4
96072,58449
96073,77448
96074,66511
96075,40896
96076,85408
96077,53279
96078,4
96079,51126
96080,44753
96081,5507
96082,83976
96083,47965
96084,6982
96085,5565
96086,40237
96087,49805
96088,4
96089,66654
96090,4
96091,4
96092,66227
96093,64594
96094,4
96095,4
96096,4
96097,94918
96098,4
96099,63686
96100,49351
96101,54642
96102,85124
96103,4797
96104,4
96105,4
96106,55204
96107,53122
96108,50955
96109,77982
96110,79838
96111,73987
96112,43758
96113,42107
96114,84493
96115,4
96116,49121
96117,93144
96118,88077
96119,4
96120,42648
96121,10863
96122,87889
96123,57848
96124,55624
96125,42043
96126,4
96127,63334
96128,89135
96129,6647
96130,50717
96131,4
96132,40147
96133,52003
96134,8348
96135,59142
96136,43168
96137,4
96138,4
96139,40993
96140,52908
96141,47401
96142,4
96143,52988
96144,45959
96145,43393
96146,4
96147,4
96148,71602
96149,53682
96150,4
96151,48563
96152,61676
96153,41026
96154,72729
96155,56164
96156,45009
96157,4
96158,45887
96159,53975
96160,7008
96161,51915
96162,4
96163,48664
96164,48616
96165,42292
96166,4
96167,4
96168,4
96169,49904
96170,4
96171,55037
96172,47475
96173,73264
96174,58482
96175,68318
96176,41801
96177,5406
96178,7176
96179,4794
96180,41944
96181,58499
96182,51446
96183,4
96184,63152
96185,69124
96186,53491
96187,4
96188,53592
96189,4
96190,96151
96191,5157
96192,4
96193,44428
96194,49113
96195,50544
96196,45838
96197,4
96198,4
96199,45307
96200,63876
96201,49635
96202,4
96203,53697
96204,54586
96205,79066
96206,6502
96207,56112
96208,88723
96209,4
96210,47264
96211,8117
96212,42189
96213,78278
96214,74395
96215,4
96216,4
96217,4
96218,64866
96219,41936
96220,4
96221,76192
96222,4
96223,4022
96224,4
96225,4
96226,48034
96227,4
96228,5625
96229,40524
96230,67697
96231,76952
96232,4
96233,4
96234,49979
96235,4
96236,75848
96237,4
96238,41732
96239,72175
96240,4
96241,44127
96242,4
96243,54077
96244,44496
96245,46987
96246,55211
96247,49218
96248,47914
96249,47721
96250,56995
96251,4
96252,4
96253,4656
96254,4
96255,43737
96256,4
96257,49005
96258,76537
96259,4
96260,51896
96261,4
96262,52976
96263,4
96264,81677
96265,4
96266,92876
96267,79542
96268,75994
96269,70643
96270,92555
96271,74972
96272,65272
96273,4
96274,4
96275,70012
96276,4
96277,50475
96278,70644
96279,47604
96280,4
96281,46774
96282,4
96283,53539
96284,70777
96285,69413
96286,4
96287,58158
96288,80639
96289,4
96290,44078
96291,68501
96292,40194
96293,66123
96294,4
96295,4
96296,509
96297,63102
96298,63321
96299,4
96300,4
96301,4
96302,74968
96303,54067
96304,40227
96305,70538
96306,70029
96307,56417
96308,94821
96309,44504
96310,56624
96311,51609
96312,51507
96313,4
96314,79963
96315,46304
96316,4
96317,69499
96318,41305
96319,46238
96320,4
96321,62297
96322,73431
96323,51899
96324,58158
96325,8074
96326,45104
96327,4
96328,57375
96329,4
96330,4
96331,44367
96332,55197
96333,57433
96334,60244
96335,6046
96336,4
96337,4
96338,4
96339,88429
96340,46907
96341,45843
96342,42157
96343,43764
96344,4
96345,62214
96346,70496
96347,56425
96348,77143
96349,4392
96350,4
96351,68026
96352,43637
96353,4
96354,50606
96355,58923
96356,84125
96357,4
96358,4
96359,48633
96360,5624
96361,59582
96362,79343
96363,4
96364,59642
96365,63537
96366,98323
96367,4
96368,49753
96369,41825
96370,41137
96371,56363
96372,92993
96373,4
96374,7021
96375,4
96376,4
96377,83534
96378,8175
96379,80687
96380,80904
96381,41314
96382,54704
96383,4
96384,4
96385,62358
96386,48101
96387,4
96388,41438
96389,54667
96390,59459
96391,4
96392,41966
96393,74745
96394,49078
96395,50174
96396,54003
96397,63441
96398,42497
96399,10643
96400,53113
96401,4
96402,66727
96403,48536
96404,4
96405,65706
96406,4
96407,11718
96408,4
96409,62501
96410,4
96411,4
96412,4
96413,49227
96414,61817
96415,4
96416,4
96417,4
96418,4
96419,50523
96420,60323
96421,86482
96422,4
96423,49019
96424,89548
96425,41321
96426,4
96427,49763
96428,90652
96429,5764
96430,48544
96431,4
96432,4
96433,45865
96434,7683
96435,90624
96436,43502
96437,46987
96438,61211
96439,61369
96440,65331
96441,66304
96442,46393
96443,4
96444,46443
96445,4779
96446,4
96447,4
96448,4
96449,4
96450,74314
96451,4
96452,54291
96453,4
96454,52865
96455,47944
96456,46203
96457,79869
96458,66058
96459,44096
96460,4
96461,49001
96462,4
96463,4
96464,82997
96465,4
96466,4
96467,4
96468,52396
96469,51104
96470,4
96471,70981
96472,60085
96473,4
96474,55934
96475,45604
96476,45293
96477,4
96478,46034
96479,48576
96480,4
96481,4
96482,51948
96483,49687
96484,72379
96485,56664
96486,46525
96487,66723
